Class,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
G:\a. Training Set\IDRiD_001.jpg,0.022539394,-0.288170546,0.09792833,0.182457015,-0.355084896,-0.284055948,0.357209891,-0.100244902,0.408240467,-0.807402194,0.171965837,-0.36205858,-0.24812822,0.135114878,-0.112096056,-0.125338748,0.626308739,0.315356016,0.41461733,-0.153678119,-0.223596513,-0.250591338,-0.476932883,0.367872506,0.077268802,-0.387160182,-0.136264548,0.288372666,-0.194472447,-0.496747553,-0.009504572,0.340527564,0.029845532,-0.529153883,0.130011171,0.099601701,0.244212255,-0.185651377,-0.023756586,-0.247934535,-0.007082248,-0.353898644,-0.75187999,-0.410933256,0.003507899,-0.673663974,-0.354582965,-0.009193156,-0.447402358,-0.305038601,0.543352306,-0.514817238,-0.03186366,-0.246094823,-0.197535038,0.017191717,-0.044511717,-0.219274342,-0.226714715,0.476161391,1.228197217,0.208772615,0.206691146,-0.212897763,-0.609504223,-0.043977667,0.037055731,0.237829387,-0.140129834,0.183036074,0.043356244,0.055473004,-0.483594954,0.011608532,-0.286037862,-0.388268054,-0.551959455,0.568034172,-0.030338012,-0.360518306,-0.352179617,-0.444496065,-0.394828707,-0.268125474,0.342042923,-0.132839039,1.379550099,-0.122891374,0.284027934,-0.182147235,0.590147853,-0.088962615,-6.031065941,-0.366695195,0.721840739,-0.302526385,0.365582556,-0.569173634,-0.074200526,-0.313668191,0.061480023,0.005746165,0.207890257,0.009373615,0.126288638,0.091647021,-1.817848802,0.41113928,-0.626351357,-0.174153835,0.184512436,-0.473264307,-0.059437219,0.352405012,-0.250224233,-0.33030194,0.277671009,-0.136901259,-0.032124534,-0.170979485,-0.319763392,0.178322464,-0.35737443,-0.385274917,0.084536694,0.232655823,-0.467184246,-0.690349758,0.308303148,0.213312775,0.065987706,-0.05645287,-0.167359829,0.805872262,0.743522048,0.363992691,0.062350988,-0.715987086,-0.013746222,0.172485307,-0.357731968,0.289126992,-0.845087349,0.727820754,-0.005737803,0.016274221,0.363891155,0.577908278,-0.052954737,-0.225138813,-0.447657794,-0.08393991,0.41346091,-0.40628773,0.219752759,-0.388255954,0.177130908,-0.116251387,0.035824887,0.056087721,0.109486863,0.161782891,0.066471986,0.05295831,0.327344209,-0.206099987,-0.943459928,-0.182757601,0.120637767,0.188543215,-0.060019009,-0.538681746,-0.520168841,0.059459459,-0.199193448,-0.138316393,-1.034407616,-0.152211756,-0.064074568,-0.139301047,-0.119235292,-0.049558248,0.153471172,-0.214359209,-0.165249482,-0.270428866,-0.061225895,0.539034426,-0.074741647,0.463090658,0.155377254,0.252586484,0.126088649,-0.633754075,0.608095944,0.041428171,-0.00537423,-0.596385062,-0.025602356,0.004928011,0.546876371,-0.008068698,-0.094669431,0.224546373,-0.096922368,-0.165553138,-0.111543715,-0.056794595,0.062732272,0.054006305,-0.96987766,0.355580032,-0.765241861,-0.119921297,0.488215446,-0.077475801,-0.082850352,0.229487017,-0.36118418,0.303211808,-0.178441077,0.4559533,-0.01070742,-0.231249586,0.179878861,-0.047658596,0.072886676,-0.084976181,0.2187915,0.208234817,-0.286382258,-0.17399393,0.139198199,0.091520742,0.342150986,0.289550036,0.030312225,-0.444871813,0.329991162,0.023303024,0.111596934,-0.064580224,-0.230406627,0.080549836,0.151692241,-0.282375157,0.137340918,0.118853435,-0.427689493,-0.398825496,-0.160531476,-0.117239237,0.038833551,0.270679921,0.093698427,0.295912087,0.000229574,-0.019169416,0.251977503,0.551380932,0.007828299,-0.056214962,-0.247166246,0.13877514,0.196662635,-0.191992968,-0.103085116,-0.345154941,0.00965841,0.464356691,-0.051130943,0.327776968,0.191261098,-0.325950414,-0.675612867,-0.133943141,-0.282648653,0.081110418,-0.296869248,-0.080290534,0.19193849,0.123160407,-0.026805811,0.240575314,-0.053181045,0.297351241,-1.59246397,0.016152792,0.218612432,-0.041278511,0.37686339,-0.120399401,0.059633825,-0.280274063,-0.135611072,-0.045295149,-0.040301364,0.059534494,0.477703691,0.27797395,0.173138142,-0.077681005,-0.823203683,0.090930104,0.231309026,-0.347799212,-0.475167513,0.397660613,0.36479193,-0.115459763,-0.342409134,0.262039691,0.804834247,-0.173667684,0.611200511,0.822981536,0.210747108,0.200555444,-0.222235382,-0.121302009,-0.262847245,2.094181776,-0.734057963,-0.535550952,0.288296014,-0.200710863,-0.101926781,0.059226476,0.471150517,-0.044093147,-0.104461357,-0.019528804,-0.058326639,0.3567743,0.179071963,0.008917019,-0.000507612,0.177764073,-0.010292275,-0.154641718,0.068241879,-0.145752192,0.129632249,0.634129643,-0.323948085,-0.1090414,-0.178239644,0.00495871,-0.246363252,0.271898508,-0.40547061,0.14523907,0.723771095,-0.115828454,-0.554975748,0.125780866,0.003363874,-0.695282996,-0.329138458,0.313729316,-0.159533873,0.069426872,-0.128708124,-0.215950385,-0.831103027,0.276255578,-0.296039701,-1.544264436,0.463209867,-0.080876067,-0.115681395,0.473669052,-0.021068042,-0.01464594,-0.117818817,0.63630867,0.739917994,-0.073514953,-0.433768511,-0.563307405,0.100842804,-0.438082904,0.224542692,0.338908166,0.152233839,-0.405285478,-0.314423323,0.125042439,0.073414966,-0.275350064,0.357424706,0.429503232,0.22040382,0.006588379,-0.204309493,-0.156405628,0.024163947,-0.095151916,-0.165835768,-0.33747077,-0.339212686,-0.100995228,0.045043368,-0.21467194,0.625315309,0.240189597,-0.139496848,0.201417819,0.427510023,0.055533759,-0.048904307,-0.268402129,-0.472993225,-0.547719419,-0.104182482,-0.199811846,-0.045557007,-0.294467568,0.26415205,0.343859881,0.564684868,-0.822479725,-0.120317012,0.482953131,-0.374519825,-0.16844514,-0.569841623,0.091640145,-2.462938547,0.017319933,-0.448978245,0.294665843,-0.718672097,-0.366744816,-0.177852303,0.080351122,-0.667375982,0.601454318,0.51734674,0.087170832,0.252807587,-0.533421338,-0.194616467,0.397932172,0.635414183,-0.002228111,0.228894174,-0.035881985,-0.138479114,0.08880794,0.756160259,0.224746585,0.258198559,-0.734624743,0.189669341,-0.156874925,-0.17367807,-0.088594928,0.122783273,-0.288788736,0.086998731,-0.032005098,0.473115265,0.194432408,0.24083209,-0.343551159,-0.021898612,-0.057482257,0.134147927,0.327830255,0.586086333,-0.506560743,0.260304123,-0.038810577,0.453004926,-0.428286374,-0.306706876,-0.386889756,-0.500592947,0.411526024,0.245225057,-0.085224718,0.013043304,0.282952964,-0.167138368,0.03187317,0.065568745,-0.195988253,-0.435197473,-0.554473519,0.316716552,-0.483219504,0.437667906,-0.702889562,0.20886296,0.239060789,0.493925065,-0.245782584,0.222680435,0.167811319,-0.102221146,0.264367312,-0.332125187,0.094898403,0.11109224,0.012205727,0.131417423,-0.195040047,-0.272728324,0.570663631,-0.170287505,0.161805674
G:\a. Training Set\IDRiD_002.jpg,0.076226823,-0.222307235,0.078241989,0.084375575,-0.30321148,-0.241805494,0.393938333,-0.075260438,0.373908728,-0.801229417,0.182555526,-0.311797976,-0.301663488,0.13701424,-0.191112444,-0.245638192,0.471913576,0.329281986,0.356108785,-0.148046672,-0.192416728,-0.29998371,-0.411349326,0.358905584,0.044287696,-0.369089872,0.007953638,0.353675932,-0.109026916,-0.508023381,0.036326826,0.326453865,0.065089107,-0.46219036,0.163249463,0.206425652,0.362825155,-0.192135185,0.038533233,-0.176897287,-0.080803797,-0.384031892,-0.671610832,-0.432049692,-0.078126252,-0.698325872,-0.2854442,0.044640698,-0.444303632,-0.322201908,0.520474136,-0.466733545,0.0329508,-0.265095234,-0.223037288,-0.021832608,0.097525068,-0.187183201,-0.221235812,0.496101528,1.287174582,0.244332626,0.259519637,-0.230741709,-0.670709372,0.050229996,0.180364162,0.241765827,-0.202528536,0.166983202,0.111745223,0.040108424,-0.49155429,0.10918583,-0.16779995,-0.447863132,-0.639909804,0.517949402,-0.015251462,-0.326382548,-0.344278038,-0.327721357,-0.456268162,-0.39265424,0.323092073,-0.071997806,1.347224236,-0.152018845,0.398140371,-0.190659508,0.59185636,-0.028061375,-6.166694641,-0.321810842,0.595962286,-0.28042227,0.341207922,-0.639634073,-0.043929558,-0.369674563,0.135637909,0.0174459,0.201616555,0.06451939,0.197971046,0.115996234,-1.819879413,0.358176291,-0.624346375,-0.250658482,0.20837687,-0.454452544,0.027073612,0.364548594,-0.087760456,-0.339748561,0.231605396,-0.200033456,0.057358958,-0.10707134,-0.273555398,0.09211275,-0.137489632,-0.394745648,0.079756267,0.178086877,-0.471693605,-0.677952409,0.390359372,0.271438926,0.068944819,-0.062542506,-0.138671696,0.823335886,0.676690757,0.361374527,0.103206038,-0.768346786,-0.05912111,0.080159441,-0.377613604,0.310808182,-0.815042615,0.646385849,-0.130659714,-0.029689953,0.396903276,0.533194661,-0.083165258,-0.156887278,-0.4719643,-0.055855062,0.425793618,-0.315351635,0.219903484,-0.465177268,0.25229913,-0.121521369,0.095447987,0.089958966,0.081483379,0.111326829,0.009595709,0.069727093,0.297330111,-0.242683083,-0.768021524,-0.219314322,0.195556894,0.170766309,-0.073416241,-0.554183006,-0.475142211,-0.001017865,-0.233007595,-0.183059886,-1.103230596,-0.272193998,-0.15732196,-0.265112489,-0.12445607,0.021733534,0.136226535,-0.25250265,-0.145969987,-0.223151803,-0.125911355,0.474124879,0.005132332,0.483783096,0.116514653,0.213322267,0.147205383,-0.631588161,0.637587488,0.155301899,-0.170673281,-0.572361588,-0.020437568,-0.020933248,0.531097651,-0.109467767,-0.083758809,0.238821134,-0.162530705,-0.221866101,-0.181158379,-0.078562111,-0.054234266,-0.072897732,-0.972878754,0.391209602,-0.729368985,-0.128990695,0.3988024,0.004179722,-0.014221529,0.27898857,-0.509035289,0.300631881,-0.255116463,0.458911061,-0.129401088,-0.227761075,0.092264026,-0.071283743,0.076146409,-0.08773198,0.114869952,0.238001972,-0.309836417,-0.171459094,0.152188689,0.21659185,0.327150166,0.391484797,-0.058819585,-0.455963194,0.270893872,0.003859641,0.109253101,-0.016274415,-0.253718108,0.098388977,0.143798023,-0.138032958,0.163563907,0.120979957,-0.393017083,-0.331077039,-0.065903641,-0.014050391,-0.013668674,0.249975994,0.08511281,0.247756407,0.138309851,-0.184375867,0.255512983,0.46755746,0.012541244,-0.055129386,-0.317608476,0.278655022,0.332260132,-0.249523357,-0.082300946,-0.37706098,-0.021688977,0.303773016,-0.129542321,0.262519866,0.073001698,-0.236308679,-0.634451509,-0.110974103,-0.213697344,0.221999794,-0.394386202,0.077533513,0.194603533,0.063700482,-0.089254335,0.09952116,0.020027036,0.283847302,-1.598460913,0.027322497,0.164306507,-0.061200999,0.437388003,-0.068271205,0.047755592,-0.335663199,-0.165247589,-0.005897676,0.056297868,0.134903044,0.488358289,0.266180307,0.164743662,-0.052194938,-0.816415668,-0.04761418,0.11562413,-0.320768803,-0.397369444,0.383280367,0.201325208,-0.158539534,-0.557048082,0.164672166,0.822194874,-0.175206453,0.656105399,0.860474288,0.192919567,0.236939773,-0.15873377,-0.164616346,-0.231478259,2.076702833,-0.765926063,-0.500149786,0.246209785,-0.246003076,-0.138847113,0.084279165,0.465398729,-0.02691992,-0.123624437,-0.143115565,-0.009787122,0.313124329,0.102857932,0.072575182,0.082172751,0.271686286,-0.062583566,-0.101443112,0.060215976,-0.161135793,0.209721833,0.650030673,-0.390833914,-0.053560909,-0.158395052,-0.029880855,-0.204136938,0.244461536,-0.37532106,0.172953188,0.62769109,0.000586667,-0.491060048,0.004027227,0.115380526,-0.53764534,-0.385302067,0.345558316,-0.262941897,0.035773389,-0.054545432,-0.127781034,-0.713968217,0.149320737,-0.312483072,-1.675424814,0.33487168,0.097440109,-0.071179658,0.379425526,-0.12574169,0.102681398,-0.069126278,0.607940137,0.888212919,-0.005843779,-0.454755127,-0.539379716,0.068109445,-0.447183728,0.240269244,0.339076698,0.158815101,-0.4229891,-0.292040318,0.238110662,-0.050766949,-0.148383185,0.37524277,0.433962613,0.180770218,-0.094448529,-0.137183979,-0.102163501,-0.01002587,-0.197684824,-0.330553055,-0.30020082,-0.288548857,-0.215513721,-0.005058983,-0.149225593,0.554552317,0.344965696,-0.092103645,0.116051614,0.439802498,0.060362123,-0.090665661,-0.193226546,-0.379874945,-0.47512117,-0.151053846,-0.248663872,-0.010113843,-0.244172499,0.463090956,0.448920816,0.482163012,-0.839494348,-0.106842317,0.531345367,-0.33847639,-0.132548377,-0.652872145,-0.016711947,-2.531611204,-0.071541339,-0.471401334,0.193292648,-0.780947626,-0.352806002,-0.082900159,0.094530672,-0.596572042,0.522375822,0.53933531,0.045335889,0.239235938,-0.393344223,-0.345429808,0.382817119,0.622412622,-0.070174783,0.142754152,-0.050227441,-0.136757538,0.162365913,0.760762393,0.187123895,0.230052561,-0.946083784,0.238584474,-0.057046905,-0.186600596,-0.027372554,0.134387761,-0.260680765,0.077551216,-0.038165741,0.392351329,0.237369761,0.239228711,-0.441254288,-0.029977517,-0.081949353,0.053173859,0.23654063,0.639536917,-0.541808009,0.156385809,0.013500415,0.369510472,-0.38115707,-0.224826708,-0.441805989,-0.550917089,0.31587857,0.043173775,-0.046426672,0.018677279,0.175374195,-0.293881804,0.001049561,0.098824188,-0.14801763,-0.497774273,-0.472438365,0.329062939,-0.523416519,0.389862448,-0.820215404,0.178507954,0.297845453,0.501185536,-0.250515103,0.144392148,0.173781037,-0.139290795,0.172482148,-0.361647546,0.051968504,0.1930269,-0.011225287,0.094048053,-0.137555093,-0.244045243,0.554640114,-0.174714357,0.132011458
G:\a. Training Set\IDRiD_003.jpg,0.120029084,-0.328416407,0.073984325,0.159425989,-0.329617709,-0.321266264,0.336953461,-0.074603684,0.395972073,-0.72802341,0.136431575,-0.313143104,-0.2084907,0.105797984,-0.177727848,-0.074026108,0.649502873,0.37548089,0.437000394,-0.181461245,-0.02017759,-0.378485918,-0.423941433,0.469246089,0.001471855,-0.334000409,-0.116557375,0.334544539,-0.033536144,-0.426358283,0.082769245,0.276590139,-0.119991146,-0.54368645,0.082926914,-0.010963053,0.236537069,-0.032891981,-0.053711601,-0.222609699,-0.072711691,-0.454663962,-0.714674413,-0.296528101,-0.170371443,-0.84645766,-0.434060246,0.038171723,-0.427420229,-0.520115137,0.687190771,-0.567088008,-0.023697428,-0.305019408,-0.224277809,-0.041143663,0.103377007,-0.163539529,-0.221578509,0.454535007,1.066906929,0.150600716,0.173818588,-0.233725667,-0.786312103,-0.030353684,-0.004430465,0.177243665,-0.203302875,0.167684317,0.006995995,0.065776169,-0.504738331,0.14148429,-0.239607334,-0.404677987,-0.734948039,0.547056377,-0.056041546,-0.377841294,-0.398165464,-0.24555327,-0.421214283,-0.270733118,0.234452575,-0.093567148,1.490237951,-0.200783223,0.337022603,-0.084072351,0.499749511,0.053650904,-6.115384102,-0.424791574,0.7262941,-0.330144346,0.373467922,-0.623184741,0.074127778,-0.258911997,0.02460276,0.058958728,0.406420231,4.78E-05,0.178464234,0.048672926,-1.717870116,0.281483591,-0.585546315,-0.14025946,0.175593987,-0.486395001,-0.039511308,0.403410137,-0.246555299,-0.280787617,0.158677444,-0.256131649,-0.131288543,-0.213639289,-0.311573595,0.107279211,-0.320230246,-0.234050199,0.112171203,0.188740447,-0.511185348,-0.617029071,0.473406643,0.141827896,0.179997995,-0.065837443,-0.114051305,0.811199665,0.783494115,0.3071962,0.025776049,-0.672204673,-0.102905072,0.144237593,-0.391315579,0.276573032,-0.816776395,0.744505048,-0.190611213,-0.14228636,0.288920701,0.685002208,-0.098583609,-0.263780892,-0.399720132,-0.053058214,0.499631643,-0.369942874,0.228473574,-0.456129313,0.137730926,0.097833619,0.14775911,-0.056569941,0.130883634,0.192503035,0.069855839,0.08390788,0.290657699,-0.222594351,-0.869822264,-0.340913802,0.00953567,0.05354204,-0.092554331,-0.497636527,-0.451617658,0.151450485,-0.207746431,-0.235056788,-1.030849457,-0.177708536,-0.164470464,-0.146775857,-0.087621227,-0.001628845,0.277352989,-0.264049202,-0.293228298,-0.266306937,-0.102222137,0.397692055,-0.007677179,0.488446891,0.062498655,0.074405208,0.206048906,-0.473171055,0.571687937,0.06553591,-0.089683563,-0.618319452,-0.130748123,0.037415139,0.64702636,-0.034265835,-0.102440007,0.327674389,-0.118736066,-0.075784601,-0.231781527,-0.036490716,-0.04474771,-0.035015158,-1.128683805,0.515958428,-0.799280941,-0.166809589,0.504855514,-0.055064254,-0.121475458,0.27514109,-0.296063244,0.287422001,-0.197529942,0.367343187,0.0531701,-0.097916231,0.024535123,-0.053084537,0.260564357,0.005089677,0.198613986,0.191297442,-0.301675588,-0.119948536,0.228228346,0.118728906,0.354425967,0.336577028,0.03094703,-0.433283806,0.289537817,-0.12831533,0.086498469,-0.115842775,-0.103292212,0.187440798,0.032605302,-0.329340041,0.055071745,0.206853598,-0.414708734,-0.440976858,-0.12650758,-0.092988521,0.063129291,0.291715443,0.024572618,0.360059202,0.139190719,-0.063904695,0.250188708,0.595657527,0.20389241,-0.112286173,-0.261979103,0.180417314,0.312773764,-0.111749053,-0.179251879,-0.346453577,0.011744,0.470182478,-0.083383128,0.238435477,0.069191344,-0.445984632,-0.663012385,-0.1515764,-0.111485265,0.216568172,-0.405690014,-0.18484132,0.195893779,0.15986073,0.054995295,0.191199273,-0.069826193,0.409687072,-1.52066052,-0.038626466,0.060205311,-0.085203744,0.273987174,-0.107959166,-0.049461443,-0.336257786,-0.199165806,0.10707292,-0.089982592,-0.068583906,0.4727135,0.266797423,0.249869406,-0.070080131,-0.719501019,0.174493551,0.137852326,-0.451633304,-0.463923007,0.343644053,0.37561205,-0.150436938,-0.420069605,0.296472669,0.809861958,-0.233353853,0.525409698,0.841329098,0.283936054,0.19694683,-0.329271257,0.006444719,-0.344816029,2.055388927,-0.749649525,-0.513831615,0.287350088,-0.201698661,-0.102715917,-0.02285761,0.32068035,-0.029957663,-0.073749229,0.005821697,0.079120211,0.343376279,0.167169422,0.061670449,0.013956536,0.177622482,-0.02152906,-0.078795224,0.051399816,-0.007107809,0.130081341,0.45183149,-0.42470181,-0.147646934,-0.205083922,-0.124069378,-0.170675784,0.265120506,-0.215276882,0.362506181,0.65092808,0.052071881,-0.643003821,0.164123207,0.161848277,-0.570352495,-0.353971571,0.358118951,-0.116895057,0.014060756,-0.141201973,-0.097061366,-0.774245322,0.266775727,-0.292384267,-1.496810794,0.389133394,-0.07828594,-0.093828745,0.324478149,-0.005770296,-0.034915641,-0.158191025,0.548981488,0.700589776,-0.047970884,-0.606877863,-0.429329097,0.139805362,-0.306524694,0.338618279,0.20424208,0.163493365,-0.330168009,-0.331950903,0.208083421,0.000653469,-0.409675092,0.356826872,0.375314176,0.174334705,-0.112940468,-0.170263246,-0.155057639,-0.036913391,0.02493367,-0.207108945,-0.296641827,-0.206768215,-0.126002729,-0.009069346,-0.209212422,0.499978393,0.338666886,-0.197829932,0.178673565,0.532598555,0.025025476,0.090330474,-0.308602482,-0.449536413,-0.489079922,-0.008452527,-0.388597876,0.009276958,-0.462601095,0.384923905,0.429262251,0.489284903,-0.818827152,-0.151070088,0.581983984,-0.408332437,-0.197368369,-0.664059758,0.053109609,-2.254113913,0.036954679,-0.465362579,0.244938836,-1.06178093,-0.376641661,-0.13228704,0.088766992,-0.582239866,0.644279838,0.655423641,0.168266207,0.300242692,-0.387548804,-0.232819214,0.469696671,0.706024647,-0.004801812,0.099723198,0.019811783,-0.12982294,0.020005617,0.812178254,0.117864996,0.155059397,-0.867831945,0.069669306,-0.162736326,-0.194590986,0.057396203,0.182641387,-0.105737843,0.238540828,0.180914477,0.414141297,0.260177493,0.259554982,-0.447325468,-0.031691715,-0.112113625,0.193599686,0.220860898,0.512548029,-0.474834323,0.276526809,-0.183349743,0.301362455,-0.335619926,-0.23991549,-0.462894499,-0.49578315,0.416968912,0.034299824,-0.130598366,0.029217441,0.279043078,-0.161376148,0.150261655,0.12619248,-0.151665077,-0.501086354,-0.531814694,0.249886647,-0.590860069,0.351726443,-0.630452275,0.277937651,0.133478135,0.356169283,-0.321585149,0.255087912,0.186853915,-0.175863624,0.237413853,-0.330218643,0.085866965,0.132246256,0.085830301,0.162577271,-0.190625653,-0.222319797,0.475956589,-0.235554934,0.090909831
